Website,Found API Info,RSS Feeds
https://www.fda.gov/about-fda/fda-organization/center-food-safety-and-applied-nutrition-cfsan,,/about-fda/contact-fda/subscribe-podcasts-and-news-feeds
https://www.fns.usda.gov/cnpp,,/rss-feeds
https://www.parentcenterhub.org/,Link to https://docs.google.com/document/d/1TfvHeE58oc32bRtO3fm4RkcW5mZYveIy/edit,"mailto:?subject=Facebook&body=https%3A%2F%2Fwww.facebook.com%2F34938844586%2Fposts%2F1044777954346700%20-%20%0A%0A%09%0A%09%09%23MilestoneMonday....%20Play%20is%20serious%20work%21%20How%20your%20child%20plays%20can%20offer%20important%20clues%20about%20their%20development.Encourage%20your%2018-month-old%E2%80%99s%20imagination%20by%20handing%20them%20a%20spoon%20and%20taking%20turns%20%E2%80%9Cfeeding%E2%80%9D%20their%20stuffed%20animals.%20Simple%20pretend%20play%20like%20this%20builds%20important%20skills%21Need%20more%20milestone-based%20activity%20ideas%3F%20Download%20the%20FREE%20CDC%20Milestones%20Tracker%20App%20to%20stay%20on%20top%20of%20your%20child%E2%80%99s%20growth%3A%20www.cdc.gov%2FMilestones%23ActEarly%20%23MilestonesMatter%20%23BeInformed%20%23ChildDevelopment%20%23Resources%09%09%09%0A%09, https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fwww.facebook.com%2F34938844586%2Fposts%2F1044777954346700&title=%09%09%09%23MilestoneMonday....%20Play%20is%20serious%20work%21%20How%20your%20child%20plays%20can%20offer%20important%20clues%20about%20their%20development.Encourage%20your%2018-month-old%E2%80%99s%20imagination%20by%20handing%20them%20a%20spoon%20and%20taking%20turns%20%E2%80%9Cfeeding%E2%80%9D%20their%20stuffed%20animals.%20Simple%20pretend%20play%20like%20this%20builds%20important%20skills%21Need%20more%20milestone-based%20activity%20ideas%3F%20Download%20the%20FREE%20CDC%20Milestones%20Tracker%20App%20to%20stay%20on%20top%20of%20your%20child%E2%80%99s%20growth%3A%20www.cdc.gov%2FMilestones%23ActEarly%20%23MilestonesMatter%20%23BeInformed%20%23ChildDevelopment%20%23Resources%09%09%09%09"
https://www.cdc.gov/,,https://www.cdc.gov/rss
https://www.cms.gov/,Link to https://developer.cms.gov/,https://www.cms.gov/Outreach-and-Education/Outreach/CMSFeeds/index
https://www.csb.gov/,,"/videos/video-feedback-form/, /media-room/rss-feeds/"
https://www.acquisition.gov/cao-home,Link to /search/advanced?keys=&page=0&sort_by=search_api_relevance&sort_order=DESC&type%5Bfar_dita%5D=far_dita,
https://www.cio.gov/,,/feed.xml
https://www.uscg.mil/,Link to https://www.uscg.mil/Mariners/National-Pollution-Funds-Center/NRD/NRD_DOCS/,
https://www.commerce.gov/,"Link to /data-and-reports/developer-resources, Link to /data-and-reports/developer-resources/commercegov-api, Subpage found: https://www.commerce.gov/api, Link to /data-and-reports/developer-resources/bureau-apis, Link to /data-and-reports/developer-resources/data-tutorials","https://www.commerce.gov/rss.xml, /about/contact-us/site-feedback, /rss"
http://www.usccr.gov,,/sitemap.xml
http://www.ed.gov/programs/psp/commission.html?exp=0,"Subpage found: http://www.ed.gov/programs/psp/commission.html?exp=0/api, Subpage found: http://www.ed.gov/programs/psp/commission.html?exp=0/developers, Subpage found: http://www.ed.gov/programs/psp/commission.html?exp=0/documentation",
https://home.treasury.gov/policy-issues/international/the-committee-on-foreign-investment-in-the-united-states-cfius,"Link to /data/treasury-international-capital-tic-system, Link to /data/treasury-international-capital-tic-system-home-page/release-dates-of-tic-data-0, Link to https://search.usa.gov/search/docs?utf8=%E2%9C%93&affiliate=treas&sort_by=&dc=9121&query=media-advisories, Link to https://search.usa.gov/search/docs?utf8=%E2%9C%93&affiliate=treas&sort_by=&dc=9123&query=weekly-schedule-updates, Link to /data/treasury-international-capital-tic-system-home-page/tic-forms-instructions",https://www.treasury.gov/pages/tgovproblemsfeedbackform.aspx
https://www.cftc.gov/,,http://www.cftc.gov/RSS/index.htm
http://www.occ.gov/,"Link to /topics/supervision-and-examination/capital/index-capital.html, Link to /topics/supervision-and-examination/capital-markets/index-capital-markets.html",/rss/index-rss.html
http://www.house.gov/,"Link to https://www.visitthecapitol.gov/, Link to http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=117885, Link to https://docs.house.gov/floor/",
https://www.senate.gov/,"Subpage found: https://www.senate.gov/developers, Link to https://www.visitthecapitol.gov/, Subpage found: https://www.senate.gov/api, Link to http://www.visitthecapitol.gov/, Link to /about/historic-buildings-spaces/capitol.htm, Subpage found: https://www.senate.gov/documentation",
https://www.cbo.gov/,,/publications/all/rss.xml
https://www.loc.gov/crsinfo/about/,,//www.loc.gov/rss/
http://travel.state.gov/,"Subpage found: http://travel.state.gov/developers, authentication, Link to /content/travel/en/replace-certify-docs/requesting-a-record.html, Link to /content/travel/en/replace-certify-docs/authenticate-your-document.html, Subpage found: http://travel.state.gov/documentation, Subpage found: http://travel.state.gov/api, Link to /content/travel/en/replace-certify-docs.html",/content/travel/en/rss.html
https://www.cpsc.gov/,Link to /Recalls/CPSC-Recalls-Application-Program-Interface-API-Information,/website-feedback
http://www.usace.army.mil/,,"https://www.usace.army.mil/DesktopModules/ArticleCS/RSS.ashx?ContentType=9&Site=420&Category=20166&isdashboardselected=0&max=20, https://www.usace.army.mil/Contact/RSS/"
http://www.ignet.gov,,/sitemap.xml
https://www.armfor.uscourts.gov/newcaaf/home.htm,,"https://chrome.google.com/webstore/search/rss%20feed%20reader?hl=en-US&_category=extensions, https://microsoftedge.microsoft.com/addons/search/rss%20feed%20reader, http://www.armfor.uscourts.gov/newcaaf/RSS Feed/Notices/rss.xml, #rss"
http://www.uscfc.uscourts.gov/,,/rss.xml
http://www.cit.uscourts.gov/,,https://ecf.cit.uscourts.gov/cgi-bin/rss_outside.pl
https://www.cbp.gov/,Link to /trade/basic-import-export/export-docs/motor-vehicle,
https://www.darpa.mil/,,"https://www.darpa.mil/rss.xml, /sitemap.xml"
http://www.disa.mil/,"Subpage found: http://www.disa.mil/documentation, Subpage found: http://www.disa.mil/api, Subpage found: http://www.disa.mil/developers",
https://www.dsca.mil/,,/dsca-rss-really-simple-syndication
http://www.state.nj.us/drbc/,,/drbc/rss.xml
https://www.usda.gov/,"Subpage found: https://www.usda.gov/developers, Subpage found: https://www.usda.gov/api","mailto:feedback@oc.usda.gov, /rss-feeds"
https://www.commerce.gov/,"Link to /data-and-reports/developer-resources, Link to /data-and-reports/developer-resources/commercegov-api, Subpage found: https://www.commerce.gov/api, Link to /data-and-reports/developer-resources/bureau-apis, Link to /data-and-reports/developer-resources/data-tutorials","https://www.commerce.gov/rss.xml, /about/contact-us/site-feedback, /rss"
https://www.energy.gov/,"Subpage found: https://www.energy.gov/developers, Subpage found: https://www.energy.gov/api",
https://www.justice.gov/,Subpage found: https://www.justice.gov/developers,
https://www.dol.gov/,Subpage found: https://www.dol.gov/developers,
https://home.treasury.gov/,"Link to /data/treasury-international-capital-tic-system, Link to /data/treasury-international-capital-tic-system-home-page/release-dates-of-tic-data-0, Link to https://search.usa.gov/search/docs?utf8=%E2%9C%93&affiliate=treas&sort_by=&dc=9121&query=media-advisories, Link to https://search.usa.gov/search/docs?utf8=%E2%9C%93&affiliate=treas&sort_by=&dc=9123&query=weekly-schedule-updates, Link to /data/treasury-international-capital-tic-system-home-page/tic-forms-instructions",https://www.treasury.gov/pages/tgovproblemsfeedbackform.aspx
https://www.bea.gov/,"Link to /resources/developer-tools, Link to https://apps.bea.gov/API/signup/, Subpage found: https://www.bea.gov/developers, Link to /resources/for-developers, Subpage found: https://www.bea.gov/api, developers",https://apps.bea.gov/rss/rss.xml
https://www.ers.usda.gov/,"Subpage found: https://www.ers.usda.gov/developers, Subpage found: https://www.ers.usda.gov/api",/index/sitemap.xml
http://www.eac.gov/,,/rss.xml
https://www.doleta.gov/,"Subpage found: https://www.doleta.gov/documentation, Subpage found: https://www.doleta.gov/api, Subpage found: https://www.doleta.gov/developers, Link to https://oui.doleta.gov/unemploy/docs/factsheet/UI_Program_FactSheet.pdf",
https://www.energy.gov/,"Subpage found: https://www.energy.gov/developers, Subpage found: https://www.energy.gov/api",
https://www.eia.gov/,"Subpage found: https://www.eia.gov/developers, Link to /beta/api/",/tools/rssfeeds/
https://www.moneyfactory.gov/,"Subpage found: https://www.moneyfactory.gov/documentation, Subpage found: https://www.moneyfactory.gov/developers, Subpage found: https://www.moneyfactory.gov/api","/sitemap.xml, /feedback"
https://www.epa.gov/,Subpage found: https://www.epa.gov/developers,
https://www.eeoc.gov/,,"/rss/newsroom, https://www.eeoc.gov/rss/newsroom"
https://www.eucom.mil,"Subpage found: https://www.eucom.mil/developers, Subpage found: https://www.eucom.mil/api, Subpage found: https://www.eucom.mil/documentation",/command-feedback
https://www.exim.gov,Link to /solutions/working-capital,
https://www.fanniemae.com/,"developer portal, Link to https://developer.fanniemae.com/#/home, Link to https://capitalmarkets.fanniemae.com/sustainable-bonds, Link to /about-us/investor-relations/capital-disclosures, Link to https://capitalmarkets.fanniemae.com/sustainable-bonds/social-bonds, Link to https://capitalmarkets.fanniemae.com/, Link to http://capitalmarkets.fanniemae.com, Link to https://capitalmarkets.fanniemae.com/sustainable-bonds/green-bonds",
https://www.fca.gov/,Link to /farmer-mac-oversight/risk-based-capital-stress-test,
https://www.fsa.usda.gov/,,https://dts.fsa.usda.gov/feeds/rss/fsa.usda.gov/news-releases/www.fsa.usda.gov/
https://www.faa.gov/,Link to https://www.faa.gov/aircraft/draft_docs/,
https://www.bop.gov/,,/website/feedback.jsp
https://www.fcc.gov/,"Link to https://docs.fcc.gov/public/attachments/DOC-409412A1.pdf, Link to https://docs.fcc.gov/public/attachments/DOC-409414A1.txt, Link to https://docs.fcc.gov/public/attachments/DOC-409404A1.txt, Link to https://docs.fcc.gov/public/attachments/DOC-409404A1.pdf, Link to /edocs, Link to https://docs.fcc.gov/public/attachments/DOC-409412A1.txt, Subpage found: https://www.fcc.gov/developers, Subpage found: https://www.fcc.gov/api, Link to https://docs.fcc.gov/public/attachments/DOC-409409A1.pdf, Link to https://docs.fcc.gov/public/attachments/DOC-409407A1.pdf, Link to /reports-research/developers, developers, Link to https://docs.fcc.gov/public/attachments/DOC-409407A1.txt, Subpage found: https://www.fcc.gov/documentation, Link to https://docs.fcc.gov/public/attachments/DOC-409409A1.txt, Link to https://docs.fcc.gov/public/attachments/DOC-409414A1.pdf",/news-events/rss-feeds-and-email-updates-fcc
https://www.fec.gov/,Link to https://api.open.fec.gov,
http://www.treas.gov/ffb/,"Subpage found: http://www.treas.gov/ffb/developers, Subpage found: http://www.treas.gov/ffb/documentation, Subpage found: http://www.treas.gov/ffb/api",
http://www.fgdc.gov/,Subpage found: http://www.fgdc.gov/developers,
https://www.fhfa.gov/,Link to /data/developer-information,
http://www.flra.gov,,"mailto:EngagetheFLRA@flra.gov?subject=Feedback%20on%20FLRA.gov, /resources-training/training/customer-feedback, /feeds"
https://federallabs.org/,"Link to https://federallabs.org/events/venture-capital-1-0-partnering-with-vcs-to-support-tech-entrepreneurs, Subpage found: https://federallabs.org/documentation, Subpage found: https://federallabs.org/api, Subpage found: https://federallabs.org/developers",
https://www.fletc.gov/,Link to /national-capital-region-training-operations,
https://www.loc.gov/flicc/,,//www.loc.gov/rss/
https://www.fmc.gov/,Subpage found: https://www.fmc.gov/documentation,
https://www.archives.gov/federal-register,"Link to /founding-docs, Link to /founding-docs/",
https://www.federalreserve.gov/,Link to https://www.federalreserve.gov/foia/capital-one-discover-application-materials.htm,/feeds/feeds.htm
https://studentaid.gov/,"Subpage found: https://studentaid.gov/api, Subpage found: https://studentaid.gov/documentation, Subpage found: https://studentaid.gov/developers",
https://www.ftc.gov/,"Subpage found: https://www.ftc.gov/api, Subpage found: https://www.ftc.gov/developers",/news-events/stay-connected#RSS
https://www.fvap.gov/,"developers, Link to /xml-api","/portal/feedback?url=/, /xml-api"
http://www.fiscal.treasury.gov,,https://www.treasurydirect.gov/rss/index.htm
https://www.fda.gov/,Link to /news-events/fda-voices/cder-brings-many-safe-and-effective-therapies-patients-and-consumers-2024,/about-fda/contact-fda/subscribe-podcasts-and-news-feeds
https://www.fns.usda.gov/,,/rss-feeds
https://www.fsis.usda.gov/,"Link to /science-data/developer-resources/recall-api, Subpage found: https://www.fsis.usda.gov/api, Link to /science-data/developer-resources",/news-events/news-press-releases/news-feeds-subscriptions
http://www.freddiemac.com,"Link to https://capitalmarkets.freddiemac.com, Link to http://capitalmarkets.freddiemac.com/capital-markets/",
https://eca.state.gov/fulbright,,"https://www.facebook.com/dialog/feed?app_id=116864361709382&link=https://eca.state.gov/?utm_source=ECA_PASC&utm_campaign=Creative_Campaign_2017&utm_medium=Web_Static_Banner&picture=https://eca.state.gov/files/bureau/eca_shareables/alabama_33183461981_o.png&name=Alabama&caption=Bureau of Educational and Cultural Affairs&description=This infographic shows the positive impact of ECA exchange programs in my state. Click through to share your state!&redirect_uri=https://eca.state.gov/?utm_source=ECA_PASC&utm_campaign=Creative_Campaign_2017&utm_medium=Web_Static_Banner&display=popup, /rss/newcontent"
https://www.gsa.gov/,"Link to /about-us/gsa-regions/region-11-national-capital?topnav=about-us, Link to /buy-through-us/products-and-services/human-capital/human-capital-and-training-solutions?topnav=buy-through-us, Link to /buy-through-us/products-and-services/human-capital?topnav=buy-through-us",
https://www.usgs.gov/,"Link to /products/web-tools/apis, Link to /human-capital",
https://www.ginniemae.gov/pages/default.aspx,"Subpage found: https://www.ginniemae.gov/pages/default.aspx/developers, Subpage found: https://www.ginniemae.gov/pages/default.aspx/documentation, Subpage found: https://www.ginniemae.gov/pages/default.aspx/api",
https://www.oge.gov/,"Link to /web/oge.nsf/accessdocs_summary-reports, Link to /web/oge.nsf/accessdocs_FOIA-guide, Link to /web/oge.nsf/accessdocs_FOIA-contacts, Link to /web/oge.nsf/section_landing_ethics-docs, Link to /web/oge.nsf/accessdocs_FOIA-landing, Link to /web/oge.nsf/accessdocs_compliance, Link to /web/oge.nsf/accessdocs_disclosure-faq, Link to /web/oge.nsf/accessdocs_FOIA-procedure#, Subpage found: https://www.oge.gov/api",/web/oge.nsf/OGE%20News%20feed
https://www.gpo.gov/,"Link to /docs/default-source/news-content-pdf-files/2025/typeline_fall-2024_pueblo-five-questions.pdf, Link to /docs/default-source/promotions/testimonials_customerservices_2023_jm3.pdf, Link to https://www.gpo.gov/docs/default-source/mission-vision-and-goals-pdfs/gpo_strategicplan_fy23-27.pdf",
http://www.house.gov/,"Link to https://www.visitthecapitol.gov/, Link to http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=117885, Link to https://docs.house.gov/floor/",
https://clerk.house.gov/,"Link to https://docs.house.gov/committee, Link to https://docs.house.gov/floor, Link to http://docs.house.gov/floor, Link to http://docs.house.gov/Committee",/xml/lists/MemberData.xml
https://www.ice.gov/,,/RSS
https://www.bia.gov/,,/sitemap.xml
http://www.ihs.gov/,,"/newsroom/directorsspeeches/, /feedbackform/"
https://www.bis.doc.gov/,"authentication, Subpage found: https://www.bis.doc.gov/documentation, Subpage found: https://www.bis.doc.gov/api, Subpage found: https://www.bis.doc.gov/developers",/rss.xml
http://www.ignet.gov,,/sitemap.xml
https://www.invasivespeciesinfo.gov/ficmnew,Link to https://www.ars.usda.gov/docs/quality-of-information/,https://www.invasivespeciesinfo.gov/whats-new/rss
https://www.trade.gov/,Link to /selectusa-find-economic-developers,
https://www.jusfc.gov/,"Subpage found: https://www.jusfc.gov/documentation, Subpage found: https://www.jusfc.gov/developers",
https://www.jcs.mil/,Link to https://www.defense.gov/News/News-Stories/Article/Article/3931515/us-allies-focus-on-partnerships-in-iceland-amid-rapid-change-in-region/,
https://www.justice.gov/,Subpage found: https://www.justice.gov/developers,
https://www.bjs.gov/,"Subpage found: https://www.bjs.gov/developers, Subpage found: https://www.bjs.gov/api, Subpage found: https://www.bjs.gov/documentation, Link to https://bjs.ojp.gov/library/publications/capital-punishment-2022-statistical-tables",
https://www.dol.gov/,Subpage found: https://www.dol.gov/developers,
https://www.blm.gov/,,"/info/RSS-feeds, /feedback"
https://www.lsc.gov/,Subpage found: https://www.lsc.gov/api,
https://www.loc.gov/,Subpage found: https://www.loc.gov/api,
https://www.marines.mil/,,/rss
http://www.usdoj.gov/marshals/,,/rss.xml
https://www.cms.gov/,Link to https://developer.cms.gov/,https://www.cms.gov/Outreach-and-Education/Outreach/CMSFeeds/index
https://www.cms.gov/,Link to https://developer.cms.gov/,https://www.cms.gov/Outreach-and-Education/Outreach/CMSFeeds/index
http://www.medpac.gov/,Link to https://www.medpac.gov/document/medpac-comment-on-cmss-advance-notice-of-methodological-changes-for-cy-2026-for-medicare-advantage-capitation-rates-and-part-c-and-d-payment-policies/,
https://www.mspb.gov/,"Subpage found: https://www.mspb.gov/api, Subpage found: https://www.mspb.gov/developers, Subpage found: https://www.mspb.gov/documentation",
https://www.alhurra.com/,Link to /decision-capital,/rssfeeds
https://www.mcc.gov/,"Link to /resources/docs/compact-implementation-guidance/, Link to /resources/docs/program-procurement-guidelines/","/resources/doc/report-2024-annual-report-xml/, /news-and-events/event/outreach-100724-feed-the-future-zambia-agbusiness/, /resources/rss-feeds"
https://www.mbda.gov/,Link to /financial-resources/capital-readiness-program,https://www.mbda.gov/rss.xml
https://www.mvd.usace.army.mil/About/Mississippi-River-Commission-MRC/,"Subpage found: https://www.mvd.usace.army.mil/About/Mississippi-River-Commission-MRC/developers, Subpage found: https://www.mvd.usace.army.mil/About/Mississippi-River-Commission-MRC/documentation",https://www.mvd.usace.army.mil/Contact/RSS/
https://www.nasa.gov/,Subpage found: https://www.nasa.gov/api,
https://www.nal.usda.gov/,Link to https://www.ars.usda.gov/docs/quality-of-information/,/services/data-management-planning#toc-dmp-feedback-and-review
https://www.nass.usda.gov,"Link to /developer/index.php, Link to https://quickstats.nass.usda.gov/api, developers, Link to https://www.ocio.usda.gov/sites/default/files/docs/2012/DR%204300-010%20Civil%20Rights%20Accountability%20and%20Procedures-Final_20170103.pdf","/Feedback/index.php, /Help/RSS/index.php"
https://www.archives.gov/,"Link to /founding-docs, Subpage found: https://www.archives.gov/developers, Link to /founding-docs/",
https://www.cancer.gov/,Link to /news-events/press-releases/2025/gene-therapy-hpv-respiratory-papillomatosis,
http://www.ncpc.gov/,Link to /plans/capitalspace/,
http://www.cem.va.gov/,"Subpage found: http://www.cem.va.gov/api, Link to https://www.va.gov/op3/docs/StrategicPlanning/VA2014-2020strategicPlan.pdf, Subpage found: http://www.cem.va.gov/documentation, Subpage found: http://www.cem.va.gov/developers",
https://ncd.gov/,,"/feedback/, /sitemap.xml, /feedback"
https://www.ncua.gov/,,/contact-us/website-feedback
http://www.ndu.edu/,Link to https://docs.google.com/forms/d/e/1FAIpQLSdYYLOM05LFr9U1L-bJqMZ9JzN459vh7AKcz2NmUjdZoN4wxg/viewform,
https://www.nationalguard.mil/,,https://www.nationalguard.mil/News/RSS-Feeds/
https://health.gov/our-work/health-literacy/resources/national-health-information-center,"developers, Link to /our-work/national-health-initiatives/health-literacy/consumer-health-content/free-web-content/apis-developers",
https://www.nigc.gov/,Link to /compliance/regional-offices#rapid,
https://www.cdc.gov/niosh/,"Link to /niosh/docs/2025-101/default.html, Link to /niosh/docs/2025-104/default.html",https://www.cdc.gov/rss
